review_id	sentiment	label_id	input_ids	review_body	date
95	0	1	[0, 100, 21, 98, 2283, 7, 860, 66, 42, 299, 187, 24, 21, 215, 10, 14648, 8, 7974, 4, 9574, 1437, 5, 3989, 16, 22, 102, 113, 516, 8, 15056, 24597, 5, 6605, 443, 10, 828, 55, 87, 939, 465, 34203, 4, 98, 1437, 24, 40, 28, 1835, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"I was so excited to try out this top since it was such a bargain and neutral. unfortunately  the shape is ""a"" line and accentuates the hip area a bit more than i find flattering. so  it will be returned."	2022-03-21T13:11:50Z
13936	0	1	[0, 100, 21, 2283, 7, 1325, 42, 27115, 636, 11, 5, 1275, 36, 4321, 9, 10, 1458, 3195, 43, 648, 98, 5779, 7, 465, 66, 141, 739, 24, 1237, 4, 127, 4505, 1836, 19, 6215, 16, 10, 650, 36, 36368, 1437, 3023, 29, 322, 71, 2600, 149, 5, 6173, 1437, 939, 2740, 41, 3023, 29, 8, 190, 5, 3023, 29, 16, 350, 380, 480, 95, 350, 203, 10199, 4, 9574, 1437, 5, 37863, 29, 16, 1088, 66, 8, 5, 3023, 29, 40, 28, 1835, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I was excited to receive this tunic in the red (more of a rose color) yet so disappointed to find out how large it runs. my usual size with retailer is a small (sometimes  xs). after reading through the reviews  i ordered an xs and even the xs is too big -- just too much fabric. unfortunately  the xxs is sold out and the xs will be returned.	2022-03-21T13:11:50Z
12464	1	2	[0, 100, 2162, 42, 299, 13, 127, 2761, 18, 4115, 98, 5, 1551, 16, 716, 15, 69, 2979, 4, 79, 2638, 24, 8, 174, 162, 5, 26370, 5326, 219, 21, 2721, 4, 79, 26, 24, 21, 326, 1872, 4, 79, 67, 2305, 14, 5, 3089, 11556, 21, 98, 16106, 8, 115, 28, 10610, 7001, 62, 50, 159, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I bought this top for my sister's birthday so the review is based on her opinion. she loved it and told me the embroidery was beautiful. she said it was tts. she also stated that the blouse was so versatile and could be worn dressed up or down.	2022-03-21T13:11:50Z
598	1	2	[0, 713, 3588, 16, 960, 4, 939, 437, 195, 108, 306, 1437, 7714, 1119, 1437, 2491, 417, 8, 5, 4761, 2564, 162, 6683, 4, 5, 8089, 32, 269, 223, 21075, 8, 2721, 8, 64, 2773, 28, 7001, 62, 50, 159, 4, 939, 2813, 5, 33827, 198, 5, 13977, 1064, 10, 410, 795, 53, 14, 18, 65, 9, 167, 383, 129, 939, 3120, 8, 2299, 399, 75, 489, 162, 31, 3064, 11, 657, 8, 2159, 24, 4, 64, 75, 2067, 7, 3568, 24, 15, 7196, 220, 186, 328, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	This dress is everything. i'm 5'4  athletic build  36d and the medium fit me perfectly. the colors are really understated and beautiful and can easily be dressed up or down. i wish the elastic around the waist fell a little lower but that's one of those things only i notice and definitely didn't keep me from falling in love and buying it. can't wait to wear it on vacation next week!	2022-03-21T13:11:50Z
10993	0	1	[0, 31091, 4301, 1437, 935, 219, 22288, 4, 24, 18, 45, 2343, 11, 5, 2356, 53, 24, 34, 10, 457, 9215, 61, 16, 350, 20228, 149, 5, 7174, 22288, 4, 24, 1326, 5568, 6162, 4, 5, 22288, 630, 75, 619, 6921, 7, 5, 2842, 4, 24, 34, 10, 7019, 6744, 1825, 7, 24, 4, 24, 74, 33, 57, 35735, 114, 51, 56, 341, 33997, 1437, 723, 1318, 22288, 4, 5, 13977, 34, 10, 3229, 1437, 1810, 1437, 33827, 1971, 61, 71, 2498, 13, 29402, 2653, 9800, 4, 5, 3195, 9, 5, 16576, 16, 1528, 7, 5, 2356, 4, 939, 770, 7, 657, 42, 16576, 53, 939, 40, 28, 3357, 24, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Lightweight  airy silk. it's not shown in the photos but it has a half slip which is too noticeable through the thin silk. it looks somewhat cheap. the silk doesn't feel smooth to the touch. it has a slight roughness to it. it would have been nicer if they had used thicker  higher quality silk. the waist has a tight  wide  elastic band which after wearing for awhile feels uncomfortable. the color of the skirt is true to the photos. i wanted to love this skirt but i will be returning it.	2022-03-21T13:11:50Z
8974	-1	0	[0, 133, 97, 6173, 2551, 6177, 8, 98, 939, 2740, 209, 11, 10, 158, 4716, 1459, 4, 939, 524, 195, 108, 306, 113, 8, 5, 5933, 21, 202, 251, 8, 74, 1169, 240, 7, 28, 10610, 19, 10, 19728, 50, 15992, 4, 5, 5933, 21, 45, 99, 156, 162, 2142, 106, 124, 600, 4, 5, 1318, 16, 182, 182, 2579, 8, 5, 10199, 7992, 1437, 4140, 219, 8, 157, 156, 4, 959, 1437, 5, 809, 31164, 2564, 8, 24186, 146, 209, 356, 2230, 101, 10, 11025, 16259, 53, 156, 31, 2579, 1468, 4, 114, 939, 58, 10, 828, 55, 3230, 7, 3568, 209, 751, 9, 5, 6545, 172, 51, 74, 28, 372, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"The other reviews seemed promising and so i ordered these in a 10 petite. i am 5'4"" and the length was still long and would either need to be worn with a heel or altered. the length was not what made me send them back though. the quality is very very nice and the fabric thick  stretchy and well made. however  the body hugging fit and flare make these look exactly like a yoga pant but made from nice material. if i were a bit more confident to wear these outside of the gym then they would be great"	2022-03-21T13:11:50Z
19019	1	2	[0, 713, 3588, 16, 269, 2721, 4, 5, 1468, 16, 3793, 8, 579, 5924, 1437, 53, 24, 16, 23204, 12, 3341, 1437, 45, 2342, 38755, 4, 24, 473, 2045, 7, 422, 2085, 10, 410, 739, 1328, 1437, 53, 939, 6640, 14, 356, 4, 45, 1026, 12, 22605, 1437, 34, 55, 9, 10, 385, 31766, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	This dress is really beautiful. the material is soft and sways  but it is sweater-like  not flimsy. it does seem to run maybe a little large throughout  but i liked that look. not form-fitting  has more of a drape.	2022-03-21T13:11:50Z
1843	-1	0	[0, 100, 21, 2283, 7, 1325, 42, 299, 4, 24, 1415, 372, 804, 1437, 11577, 8089, 19, 5, 2721, 4617, 15, 5, 21764, 4, 77, 939, 1381, 24, 15, 1437, 5, 10199, 1415, 8, 1299, 6162, 4, 24, 16, 45, 10, 3041, 219, 299, 4, 109, 45, 5940, 24, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I was excited to receive this top. it looked great online  vibrant colors with the beautiful detail on the sleeves. when i tried it on  the fabric looked and felt cheap. it is not a flowy top. do not recommend it.	2022-03-21T13:11:50Z
4729	0	1	[0, 100, 437, 195, 108, 246, 113, 8, 5962, 23246, 4, 939, 2740, 10, 475, 8, 24, 21, 444, 350, 2233, 219, 8, 251, 11, 5, 3701, 25, 157, 25, 5, 124, 4, 5, 19008, 16, 650, 8, 22533, 3269, 4, 5, 1468, 16, 205, 1318, 8, 3793, 53, 19351, 87, 939, 56, 5207, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"I'm 5'3"" and 120 lbs. i ordered a m and it was far too boxy and long in the arms as well as the back. the collar is small and lays flat. the material is good quality and soft but heavier than i had hoped."	2022-03-21T13:11:50Z
14185	1	2	[0, 23692, 734, 939, 437, 11, 657, 16506, 77, 939, 78, 794, 42, 939, 342, 24, 11, 127, 9727, 734, 77, 939, 439, 124, 7, 2229, 24, 1437, 24, 21, 1088, 66, 11, 127, 1836, 734, 939, 21, 98, 29673, 4567, 4, 939, 1682, 8405, 124, 8, 794, 24, 21, 1079, 9596, 98, 939, 1335, 2740, 24, 734, 3392, 39418, 16506, 77, 939, 78, 362, 24, 66, 9, 5, 2233, 939, 802, 24, 429, 28, 350, 22, 11377, 1916, 12, 219, 113, 9, 10, 1521, 734, 53, 939, 21, 1593, 4, 24, 18, 95, 12058, 328, 64, 4940, 28, 7001, 62, 50, 159, 4, 98, 34203, 4, 657, 657, 657, 24, 16506, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"Wow... i'm in love!!! when i first saw this i put it in my cart... when i went back to purchase it  it was sold out in my size... i was so bummed. i kept checking back and saw it was restocked so i quickly ordered it... thank heavens!!! when i first took it out of the box i thought it might be too ""grandma-y"" of a design... but i was wrong. it's just gorgeous! can totally be dressed up or down. so flattering. love love love it!!!"	2022-03-21T13:11:50Z
1607	-1	0	[0, 347, 4467, 16576, 53, 939, 2854, 19, 5, 97, 37102, 4, 47, 64, 75, 120, 24, 15, 328, 939, 1381, 127, 22877, 1354, 1381, 117, 213, 328, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Cute skirt but i agree with the other reviewer. you can't get it on! i tried my skinny daughter tried no go!	2022-03-21T13:11:50Z
2958	-1	0	[0, 4528, 9304, 1415, 10610, 1437, 15158, 359, 793, 546, 77, 939, 829, 106, 328, 5, 1318, 16, 2422, 7174, 13178, 25, 114, 24, 18, 57, 15158, 10, 153, 498, 359, 16, 59, 7, 1136, 4102, 328, 5, 173, 17187, 16, 6587, 4, 47, 64, 192, 7082, 39815, 70, 81, 4, 5, 299, 4745, 16, 350, 3229, 359, 1326, 6587, 13596, 66, 4, 939, 6640, 3668, 1085, 59, 42, 9304, 4682, 5, 1114, 9, 106, 31, 5, 2170, 804, 734, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	These pants looked worn  washed & old looking when i received them! the quality is super thin cotton as if it's been washed a million times & is about to fall apart! the workmanship is terrible. you can see loose stitching all over. the top portion is too tight & looks terrible stretched out. i liked absolutely nothing about this pants except the idea of them from the picture online...	2022-03-21T13:11:50Z
2348	-1	0	[0, 133, 3195, 16, 20292, 87, 2343, 36, 118, 2740, 5, 21288, 546, 65, 322, 5, 14214, 383, 32, 45, 182, 7097, 25, 24, 70, 1326, 65, 3195, 4, 24, 531, 28, 372, 13, 5, 6764, 22877, 1421, 1437, 1437, 53, 114, 110, 195, 108, 306, 17809, 8, 30023, 14216, 101, 162, 1437, 24, 18, 10, 117, 213, 328, 362, 24, 124, 7, 127, 400, 1400, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	The color is darker than shown (i ordered the denim looking one). the flower things are not very visible as it all looks one color. it must be great for the tall skinny model   but if your 5'4'' and pear shaped like me  it's a no go! took it back to my local store.	2022-03-21T13:11:50Z
15747	-1	0	[0, 100, 802, 42, 299, 21, 98, 11962, 53, 77, 939, 1381, 24, 15, 1437, 24, 16, 98, 380, 15, 5, 2576, 1437, 24, 1326, 101, 10, 10178, 4, 939, 6329, 3568, 10, 784, 50, 3023, 462, 8, 362, 24, 124, 7, 5, 1400, 7, 860, 15, 10, 4761, 8, 14, 65, 2564, 357, 53, 5, 2576, 21, 202, 350, 380, 4, 5074, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I thought this top was so cute but when i tried it on  it is so big on the bottom  it looks like a tent. i normally wear a l or xl and took it back to the store to try on a medium and that one fit better but the bottom was still too big. sad.	2022-03-21T13:11:50Z
10517	0	1	[0, 100, 657, 5, 2496, 8, 3195, 9, 42, 13855, 6439, 4, 939, 2740, 10, 4716, 1459, 1437, 8, 19, 6764, 5582, 1437, 24, 18, 202, 59, 155, 113, 350, 251, 4, 5, 526, 27595, 782, 7, 28, 551, 66, 23, 5, 2576, 7, 23385, 24, 1437, 98, 14, 18, 10, 2400, 11, 5, 5081, 4, 1437, 1437, 67, 1437, 42, 34, 10, 526, 43805, 1437, 53, 47, 1149, 149, 5, 5397, 1902, 7, 342, 24, 15, 4, 114, 143, 233, 9, 162, 21, 190, 10, 5262, 828, 2514, 1437, 42, 74, 393, 173, 4, 1437, 1437, 5, 934, 696, 16, 14, 24, 3124, 31670, 73, 428, 4193, 10778, 10, 319, 4, 89, 197, 33, 57, 10, 36513, 31, 5, 3124, 11616, 159, 1567, 5, 11044, 4, 2]	"I love the style and color of this jumpsuit. i ordered a petite  and with tall shoes  it's still about 3"" too long. the side seam needs to be taken out at the bottom to hem it  so that's a pain in the rear.   also  this has a side zipper  but you step through the neckline to put it on. if any part of me was even a tiny bit larger  this would never work.   the biggest issue is that it armholes/bust gaps a lot. there should have been a dart from the armhole down towards the bust. i'm hoping to be"	2022-03-21T13:11:50Z
15197	1	2	[0, 574, 12677, 42, 3588, 4, 939, 524, 195, 108, 245, 113, 1437, 2631, 438, 1437, 6329, 3568, 10, 132, 11, 144, 4, 5, 321, 2564, 36, 102, 132, 938, 75, 577, 11, 12, 8005, 43, 1437, 53, 939, 40, 224, 969, 55, 12479, 25571, 15, 162, 87, 11, 5, 2343, 2170, 4, 1437, 1437, 1437, 12058, 3588, 12, 2813, 24, 58, 95, 10, 410, 540, 9400, 1437, 53, 74, 28, 10, 372, 2229, 13, 29521, 1334, 1437, 21596, 1437, 4753, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"Loved this dress. i am 5'5""  34c  normally wear a 2 in most. the 0 fit (a 2 wasn't available in-store)  but i will say showed more cleavage on me than in the shown picture.    gorgeous dress- wish it were just a little less costly  but would be a great purchase for easter  weddings  etc."	2022-03-21T13:11:50Z
