review_id	sentiment	label_id	input_ids	review_body	date
2992	1	2	[0, 100, 1381, 15, 5, 1104, 299, 23, 5, 1400, 4, 5, 1318, 21, 182, 205, 8, 939, 2638, 5, 1374, 4286, 9, 5, 1521, 4, 5, 2933, 26224, 15, 5, 124, 32, 2829, 1179, 1437, 1311, 24, 10, 2579, 18632, 4, 5, 10199, 21, 3793, 8, 3473, 4, 959, 1437, 5, 3989, 95, 399, 75, 385, 31766, 25, 157, 15, 162, 25, 939, 56, 5207, 1437, 98, 3284, 939, 399, 75, 907, 24, 4, 2532, 10, 4716, 1459, 5933, 74, 33, 2564, 162, 357, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I tried on the white top at the store. the quality was very good and i loved the overall concept of the design. the dark stripes on the back are slightly raised  giving it a nice texture. the fabric was soft and comfortable. however  the shape just didn't drape as well on me as i had hoped  so ultimately i didn't buy it. perhaps a petite length would have fit me better.	2022-03-21T13:11:50Z
7064	-1	0	[0, 100, 300, 209, 11, 5, 7107, 452, 8, 7, 162, 1437, 51, 356, 2230, 101, 5, 9304, 127, 475, 424, 1584, 341, 7, 3568, 11, 5, 1812, 29, 4, 51, 58, 2422, 3137, 24382, 53, 45, 11962, 23, 70, 15, 162, 4, 51, 109, 422, 739, 101, 97, 6173, 224, 4, 939, 524, 2333, 41, 290, 73, 698, 50, 5679, 8, 209, 11, 5, 650, 58, 5, 235, 2031, 4, 164, 124, 142, 51, 95, 356, 11385, 15, 162, 600, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I got these in the mail today and to me  they look exactly like the pants my mamaw used to wear in the 80s. they were super comfy but not cute at all on me. they do run large like other reviews say. i am usually an 8/10 or med and these in the small were the right choice. going back because they just look horrible on me though	2022-03-21T13:11:50Z
7782	1	2	[0, 25101, 15652, 16576, 4, 1437, 1326, 95, 101, 11, 5, 2170, 4, 1437, 64, 28, 7001, 62, 50, 159, 4, 1437, 9574, 1437, 5, 6399, 2343, 19, 24, 16, 10, 410, 350, 765, 53, 10, 1181, 6399, 14, 64, 28, 21222, 11, 40, 28, 182, 11962, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Very adorable skirt.  looks just like in the picture.  can be dressed up or down.  unfortunately  the shirt shown with it is a little too short but a longer shirt that can be tucked in will be very cute.	2022-03-21T13:11:50Z
44	0	1	[0, 713, 6013, 2564, 157, 8, 939, 2638, 5, 910, 15315, 11, 5, 124, 8, 141, 24, 4477, 196, 4, 53, 5, 760, 21, 45, 10, 205, 356, 8, 939, 40, 28, 5494, 37215, 24, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	This tank fit well and i loved the ruffle in the back and how it layed. but the front was not a good look and i will be retuning it.	2022-03-21T13:11:50Z
12250	1	2	[0, 100, 95, 300, 42, 6399, 5, 97, 183, 1437, 8, 416, 657, 24, 4, 24, 10698, 101, 10, 3280, 13454, 1437, 53, 5, 1254, 15, 5, 21764, 8, 124, 32, 269, 11962, 4, 5, 3989, 16, 7082, 23, 5, 2576, 1437, 61, 817, 42, 269, 3473, 4, 1437, 127, 129, 3674, 16, 24, 18, 10, 410, 3229, 420, 5, 124, 1437, 53, 42, 473, 45, 2581, 5, 1374, 2564, 8, 5863, 9, 5, 299, 4, 42, 16, 10, 410, 33997, 87, 10, 13454, 6399, 350, 1437, 98, 5, 1318, 2653, 2579, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I just got this shirt the other day  and already love it. it fits like a basic tee  but the details on the sleeves and back are really cute. the shape is loose at the bottom  which makes this really comfortable.  my only complaint is it's a little tight across the back  but this does not hurt the overall fit and comfort of the top. this is a little thicker than a tee shirt too  so the quality feels nice.	2022-03-21T13:11:50Z
8141	0	1	[0, 100, 21, 5779, 11, 42, 15203, 1437, 24, 21, 13116, 8, 12272, 219, 8, 1302, 350, 380, 1437, 630, 75, 385, 31766, 157, 31, 119, 5, 4709, 6195, 405, 8, 11044, 516, 443, 4, 45, 182, 1955, 34203, 1437, 1326, 101, 939, 342, 10, 2440, 3482, 3298, 15, 8, 12138, 5357, 24, 7, 860, 7, 1606, 27456, 328, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I was disappointed in this vest  it was stiff and scratchy and seems too big  doesn't drape well fromm the armpit and bust line area. not very figure flattering  looks like i put a blue shopping bag on and belted it to try to add flair!	2022-03-21T13:11:50Z
15703	0	1	[0, 100, 794, 42, 3588, 11, 5, 1400, 377, 536, 8, 393, 18774, 24, 1437, 98, 77, 939, 794, 24, 15, 1392, 939, 21885, 5134, 24, 804, 4, 98, 5074, 7, 192, 141, 42, 3588, 10698, 35, 95, 235, 62, 299, 1437, 95, 235, 552, 5, 23385, 1437, 8, 172, 24, 18, 10, 2131, 1437, 17284, 12, 29, 2990, 12, 12997, 7198, 7319, 11, 5, 1692, 4, 24, 18, 10, 9208, 142, 5, 10199, 16, 2721, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I saw this dress in the store months ago and never forgot it  so when i saw it on sale i nabbed it online. so sad to see how this dress fits: just right up top  just right along the hem  and then it's a hot  potato-sack-frump mess in the middle. it's a shame because the fabric is beautiful.	2022-03-21T13:11:50Z
8751	1	2	[0, 133, 3195, 9, 42, 3588, 16, 2770, 328, 190, 600, 24, 18, 45, 9321, 1437, 5, 10199, 1326, 8, 2653, 101, 22288, 16224, 1794, 3698, 8, 16, 98, 1109, 8, 3137, 24382, 15, 110, 3024, 4, 55, 9, 10, 19220, 118, 87, 10, 1084, 118, 15, 162, 131, 939, 437, 2811, 765, 4226, 24, 4, 14878, 8, 21895, 5144, 23, 5, 276, 86, 111, 657, 24, 328, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	The color of this dress is amazing! even though it's not lined  the fabric looks and feels like silk charmeuse and is so light and comfy on your skin. more of a maxi than a midi on me; i'm considering shortening it. elegant and breezy at the same time - love it!	2022-03-21T13:11:50Z
4245	-1	0	[0, 510, 718, 23324, 10844, 341, 7, 28, 127, 2674, 4, 11, 5, 375, 231, 377, 50, 98, 1437, 939, 33, 2162, 155, 92, 15029, 1437, 8, 70, 33, 57, 98, 6770, 4, 78, 9, 70, 1437, 5, 1318, 16, 11385, 122, 4, 11, 5, 375, 1437, 51, 74, 94, 13, 107, 8, 946, 62, 372, 4, 127, 94, 1763, 9, 1690, 594, 10844, 554, 7, 23472, 3568, 66, 624, 10, 353, 4, 67, 1437, 25172, 23324, 10844, 122, 39628, 11, 5, 144, 21096, 8422, 169, 4, 51, 11362, 11385, 1135, 14784, 4, 99, 1102, 1437, 25172, 23324, 17516, 17516, 116, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Pilcro jeans used to be my favorite. in the past 6 months or so  i have bought 3 new pairs  and all have been so disappointing. first of all  the quality is horrible now. in the past  they would last for years and hold up great. my last pair of stet jeans started to visibly wear out within a month. also  pilcro jeans now stink in the most disgusting toxic way. they smell horrible despite washing. what happened  pilcro?!?!?	2022-03-21T13:11:50Z
2058	0	1	[0, 100, 2740, 42, 8, 89, 16, 95, 98, 203, 10199, 328, 11, 5, 3493, 939, 206, 24, 16, 19044, 11, 5, 124, 1437, 11, 5, 1049, 1345, 1437, 7, 146, 24, 356, 55, 28455, 4, 2299, 10, 2649, 328, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I ordered this and there is just so much fabric! in the pictures i think it is pinned in the back  in the main photo  to make it look more streamlined. definitely a miss!	2022-03-21T13:11:50Z
1908	0	1	[0, 33082, 1437, 939, 657, 5, 3089, 11556, 42, 1518, 34, 11, 5, 276, 1468, 1437, 98, 939, 802, 939, 1017, 13213, 11, 42, 3588, 4, 939, 524, 10, 195, 108, 406, 113, 1946, 19487, 53, 33, 10, 1181, 28762, 4, 939, 2740, 5, 739, 11, 42, 1437, 2333, 10, 158, 50, 316, 10698, 162, 7586, 53, 5, 13977, 478, 203, 723, 87, 127, 1632, 13977, 1437, 8, 648, 24, 21, 5568, 3229, 8, 2198, 24577, 4, 5, 11044, 443, 21, 10, 410, 7082, 1437, 8, 939, 437, 10, 2491, 438, 4, 172, 5, 2576, 29139, 66, 11, 2345, 9, 10, 14214, 25310, 4202, 1116, 1065, 127, 15145, 61, 9180, 162, 9, 10, 13504, 2440, 1021, 7474, 102, 4600, 7474, 102, 3588, 7586, 8, 939, 657, 127, 2]	"Okay  i love the blouse this brand has in the same material  so i thought i'd delight in this dress. i am a 5'7"" hourglass but have a longer torso. i ordered the large in this  usually a 10 or 12 fits me.. but the waist hit much higher than my natural waist  and yet it was somewhat tight and completely rigid. the bust area was a little loose  and i'm a 36c. then the bottom flared out in sort of a flower fairy poof above my knees which reminded me of a navy blue oompa loompa dress.. and i love my"	2022-03-21T13:11:50Z
1427	-1	0	[0, 27728, 7, 16214, 35, 2540, 218, 75, 740, 3796, 5, 2067, 9, 10, 3089, 11556, 7, 146, 402, 356, 17719, 77, 24, 965, 75, 4, 42, 115, 33, 57, 10, 588, 339, 114, 24, 56, 57, 55, 1622, 9390, 4, 939, 437, 4716, 1459, 1437, 169, 350, 203, 10199, 4, 1835, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Note to photographers: please don't cinch the wait of a blouse to make something look tailored when it isn't. this could have been a real win if it had been more simply executed. i'm petite  way too much fabric. returned.	2022-03-21T13:11:50Z
9127	-1	0	[0, 100, 437, 195, 108, 246, 113, 12312, 23246, 8, 2740, 41, 3023, 29, 4716, 1459, 4, 939, 33, 97, 14442, 31, 475, 4791, 548, 11, 3023, 29, 4716, 1459, 8, 37863, 29, 4716, 1459, 14, 2564, 269, 157, 1437, 53, 42, 65, 21, 7735, 352, 380, 23, 5, 299, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"I'm 5'3"" 115 lbs and ordered an xs petite. i have other dresses from maeve in xs petite and xxs petite that fit really well  but this one was weirdly big at the top"	2022-03-21T13:11:50Z
2204	1	2	[0, 100, 2162, 65, 1763, 94, 76, 8, 80, 55, 42, 76, 328, 939, 657, 106, 328, 51, 2564, 326, 1872, 8, 5, 22, 2050, 113, 1980, 356, 2230, 101, 5, 2170, 38917, 4321, 9, 10, 6907, 3195, 4, 2422, 11962, 3195, 328, 907, 209, 13344, 16506, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"I bought one pair last year and two more this year! i love them! they fit tts and the ""red"" ones look exactly like the picture.....more of a pink color. super cute color! buy these shorts!!!"	2022-03-21T13:11:50Z
7010	1	2	[0, 39126, 9, 2283, 59, 42, 410, 346, 4, 939, 303, 24, 804, 8, 21, 1320, 4777, 7, 5, 741, 24019, 12, 611, 636, 356, 4, 24, 2035, 8, 939, 21, 6889, 19, 5, 2408, 9, 5, 3588, 8, 5, 14901, 14, 16, 2039, 11, 5, 1345, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Kind of excited about this little number. i found it online and was immediately drawn to the boho-chic look. it arrived and i was impressed with the weight of the dress and the detailing that is missed in the photo.	2022-03-21T13:11:50Z
2035	1	2	[0, 100, 300, 42, 299, 11, 5, 28, 7876, 1437, 1836, 650, 4, 24, 16, 34203, 8, 600, 939, 5844, 75, 5324, 5, 22990, 1254, 11, 5, 124, 137, 939, 3584, 24, 1437, 51, 32, 10, 2579, 2842, 4, 42, 16, 10, 16106, 2125, 4, 939, 64, 3588, 24, 62, 50, 159, 4, 42, 40, 2299, 28, 10, 2674, 9, 4318, 42, 191, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I got this top in the beige  size small. it is flattering and though i hadn't noticed the lace details in the back before i purchased it  they are a nice touch. this is a versatile piece. i can dress it up or down. this will definitely be a favorite of mine this season.	2022-03-21T13:11:50Z
